100 9.01423e-37 2.45394e-37 9.01423e-37 2.45394e-37 7.0528e-37 1.70558e-37 
103.276 9.29747e-37 2.53745e-37 9.29747e-37 2.53745e-37 7.3173e-37 1.77656e-37 
106.66 9.58961e-37 2.62379e-37 9.58961e-37 2.62379e-37 7.59064e-37 1.8502e-37 
110.154 9.89096e-37 2.71308e-37 9.89096e-37 2.71308e-37 7.87309e-37 1.92662e-37 
113.763 1.02018e-36 2.80537e-37 1.02018e-36 2.80537e-37 8.16492e-37 2.00591e-37 
117.49 1.05223e-36 2.90081e-37 1.05223e-36 2.90081e-37 8.46643e-37 2.08817e-37 
121.339 1.0853e-36 2.99949e-37 1.0853e-36 2.99949e-37 8.77794e-37 2.1735e-37 
125.314 1.11941e-36 3.10152e-37 1.11941e-36 3.10152e-37 9.09974e-37 2.26201e-37 
129.42 1.15458e-36 3.20701e-37 1.15458e-36 3.20701e-37 9.43217e-37 2.35382e-37 
133.66 1.19086e-36 3.31608e-37 1.19086e-36 3.31608e-37 9.77556e-37 2.44902e-37 
138.038 1.22829e-36 3.42886e-37 1.22829e-36 3.42886e-37 1.01302e-36 2.54776e-37 
142.561 1.26688e-36 3.54544e-37 1.26688e-36 3.54544e-37 1.04966e-36 2.65014e-37 
147.231 1.30669e-36 3.66599e-37 1.30669e-36 3.66599e-37 1.08749e-36 2.7563e-37 
152.055 1.34774e-36 3.79063e-37 1.34774e-36 3.79063e-37 1.12656e-36 2.86636e-37 
157.036 1.39008e-36 3.91947e-37 1.39008e-36 3.91947e-37 1.1669e-36 2.98046e-37 
162.181 1.43375e-36 4.05272e-37 1.43375e-36 4.05272e-37 1.20857e-36 3.09873e-37 
167.494 1.47879e-36 4.19046e-37 1.47879e-36 4.19046e-37 1.25159e-36 3.22134e-37 
172.982 1.52524e-36 4.33287e-37 1.52524e-36 4.33287e-37 1.296e-36 3.34841e-37 
178.649 1.57314e-36 4.48011e-37 1.57314e-36 4.48011e-37 1.34186e-36 3.48011e-37 
184.502 1.62254e-36 4.63233e-37 1.62254e-36 4.63233e-37 1.38921e-36 3.61661e-37 
190.546 1.67348e-36 4.78971e-37 1.67348e-36 4.78971e-37 1.43809e-36 3.75805e-37 
