100 2.23576e-37 1.17315e-37 2.23576e-37 1.17315e-37 2.23576e-37 1.17315e-37 
103.276 2.30676e-37 1.21169e-37 2.30676e-37 1.21169e-37 2.30676e-37 1.21169e-37 
106.66 2.38003e-37 1.2515e-37 2.38003e-37 1.2515e-37 2.38003e-37 1.2515e-37 
110.154 2.45562e-37 1.29261e-37 2.45562e-37 1.29261e-37 2.45562e-37 1.29261e-37 
113.763 2.53362e-37 1.33509e-37 2.53362e-37 1.33509e-37 2.53362e-37 1.33509e-37 
117.49 2.61411e-37 1.37896e-37 2.61411e-37 1.37896e-37 2.61411e-37 1.37896e-37 
121.339 2.69716e-37 1.42427e-37 2.69716e-37 1.42427e-37 2.69716e-37 1.42427e-37 
125.314 2.78285e-37 1.47108e-37 2.78285e-37 1.47108e-37 2.78285e-37 1.47108e-37 
129.42 2.87127e-37 1.51944e-37 2.87127e-37 1.51944e-37 2.87127e-37 1.51944e-37 
133.66 2.9625e-37 1.56938e-37 2.9625e-37 1.56938e-37 2.9625e-37 1.56938e-37 
138.038 3.05664e-37 1.62097e-37 3.05664e-37 1.62097e-37 3.05664e-37 1.62097e-37 
142.561 3.15377e-37 1.67426e-37 3.15377e-37 1.67426e-37 3.15377e-37 1.67426e-37 
147.231 3.25398e-37 1.7293e-37 3.25398e-37 1.7293e-37 3.25398e-37 1.7293e-37 
152.055 3.35739e-37 1.78615e-37 3.35739e-37 1.78615e-37 3.35739e-37 1.78615e-37 
157.036 3.46408e-37 1.84489e-37 3.46408e-37 1.84489e-37 3.46408e-37 1.84489e-37 
162.181 3.57416e-37 1.90555e-37 3.57416e-37 1.90555e-37 3.57416e-37 1.90555e-37 
167.494 3.68774e-37 1.9682e-37 3.68774e-37 1.9682e-37 3.68774e-37 1.9682e-37 
172.982 3.80493e-37 2.03292e-37 3.80493e-37 2.03292e-37 3.80493e-37 2.03292e-37 
178.649 3.92583e-37 2.09977e-37 3.92583e-37 2.09977e-37 3.92583e-37 2.09977e-37 
184.502 4.05057e-37 2.16882e-37 4.05057e-37 2.16882e-37 4.05057e-37 2.16882e-37 
190.546 4.17927e-37 2.24014e-37 4.17927e-37 2.24014e-37 4.17927e-37 2.24014e-37 
