   3.4800E-03  4.0640E-05
   6.9600E-03  1.6204E-04
   1.0440E-02  3.6342E-04
   1.3920E-02  6.4402E-04
   1.7400E-02  1.0031E-03
   2.0880E-02  1.4398E-03
   2.4360E-02  1.9534E-03
   2.7840E-02  2.5431E-03
   3.1320E-02  3.2083E-03
   3.4800E-02  3.9480E-03
   3.8280E-02  4.7616E-03
   4.1760E-02  5.6483E-03
   4.5240E-02  6.6074E-03
   4.8720E-02  7.6381E-03
   5.2200E-02  8.7396E-03
   5.5680E-02  9.9113E-03
   5.9160E-02  1.1152E-02
   6.2640E-02  1.2462E-02
   6.6120E-02  1.3840E-02
   6.9600E-02  1.5284E-02
   7.3080E-02  1.6795E-02
   7.6560E-02  1.8372E-02
   8.0040E-02  2.0014E-02
   8.3520E-02  2.1720E-02
   8.7000E-02  2.3490E-02
   9.0480E-02  2.5322E-02
   9.3960E-02  2.7216E-02
   9.7440E-02  2.9172E-02
   1.0092E-01  3.1189E-02
   1.0440E-01  3.3265E-02
   1.0788E-01  3.5401E-02
   1.1136E-01  3.7595E-02
   1.1484E-01  3.9847E-02
   1.1832E-01  4.2156E-02
   1.2180E-01  4.4521E-02
   1.2528E-01  4.6942E-02
   1.2876E-01  4.9419E-02
   1.3224E-01  5.1949E-02
   1.3572E-01  5.4533E-02
   1.3920E-01  5.7171E-02
   1.4268E-01  5.9860E-02
   1.4616E-01  6.2601E-02
   1.4964E-01  6.5393E-02
   1.5312E-01  6.8235E-02
   1.5660E-01  7.1127E-02
   1.6008E-01  7.4067E-02
   1.6356E-01  7.7056E-02
   1.6704E-01  8.0093E-02
   1.7052E-01  8.3176E-02
   1.7400E-01  8.6305E-02
   1.7748E-01  8.9480E-02
   1.8096E-01  9.2700E-02
   1.8444E-01  9.5964E-02
   1.8792E-01  9.9272E-02
   1.9140E-01  1.0262E-01
   1.9488E-01  1.0602E-01
   1.9836E-01  1.0945E-01
   2.0184E-01  1.1293E-01
   2.0532E-01  1.1644E-01
   2.0880E-01  1.2000E-01
   2.1228E-01  1.2359E-01
   2.1576E-01  1.2723E-01
   2.1924E-01  1.3090E-01
   2.2272E-01  1.3460E-01
   2.2620E-01  1.3835E-01
   2.2968E-01  1.4213E-01
   2.3316E-01  1.4595E-01
   2.3664E-01  1.4980E-01
   2.4012E-01  1.5368E-01
   2.4360E-01  1.5760E-01
   2.4708E-01  1.6155E-01
   2.5056E-01  1.6553E-01
   2.5404E-01  1.6955E-01
   2.5752E-01  1.7359E-01
   2.6100E-01  1.7767E-01
   2.6448E-01  1.8178E-01
   2.6796E-01  1.8591E-01
   2.7144E-01  1.9008E-01
   2.7492E-01  1.9427E-01
   2.7840E-01  1.9849E-01
   2.8188E-01  2.0273E-01
   2.8536E-01  2.0700E-01
   2.8884E-01  2.1130E-01
   2.9232E-01  2.1563E-01
   2.9580E-01  2.1997E-01
   2.9928E-01  2.2435E-01
   3.0276E-01  2.2874E-01
   3.0624E-01  2.3316E-01
   3.0972E-01  2.3760E-01
   3.1320E-01  2.4206E-01
   3.1668E-01  2.4654E-01
   3.2016E-01  2.5105E-01
   3.2364E-01  2.5557E-01
   3.2712E-01  2.6011E-01
   3.3060E-01  2.6467E-01
   3.3408E-01  2.6925E-01
   3.3756E-01  2.7385E-01
   3.4104E-01  2.7846E-01
   3.4452E-01  2.8310E-01
   3.4800E-01  2.8774E-01
   3.5148E-01  2.9241E-01
   3.5496E-01  2.9708E-01
   3.5844E-01  3.0178E-01
   3.6192E-01  3.0648E-01
   3.6540E-01  3.1120E-01
   3.6888E-01  3.1593E-01
   3.7236E-01  3.2068E-01
   3.7584E-01  3.2544E-01
   3.7932E-01  3.3020E-01
   3.8280E-01  3.3498E-01
   3.8628E-01  3.3977E-01
   3.8976E-01  3.4457E-01
   3.9324E-01  3.4938E-01
   3.9672E-01  3.5420E-01
